	annot_gene_id	gid	length	biotype	biotype_category	detected
21625	ENSG00000234859.5	ENSG00000234859.5	22633	antisense	lncRNA	True
21626	ENSG00000234860.1	ENSG00000234860.1	5228	lincRNA	lncRNA	True
21627	ENSG00000234862.1	ENSG00000234862.1	2729	lincRNA	lncRNA	True
21628	ENSG00000234869.1	ENSG00000234869.1	6701	antisense	lncRNA	True
21629	ENSG00000234880.1	ENSG00000234880.1	4222	lincRNA	lncRNA	True
21630	ENSG00000234881.1	ENSG00000234881.1	650	processed_pseudogene	pseudogene	True
21631	ENSG00000234882.1	ENSG00000234882.1	1315	processed_pseudogene	pseudogene	True
21632	ENSG00000234883.5	ENSG00000234883.5	13259	lincRNA	lncRNA	True
21633	ENSG00000234891.1	ENSG00000234891.1	1759	lincRNA	lncRNA	True
21634	ENSG00000234898.1	ENSG00000234898.1	6174	unprocessed_pseudogene	pseudogene	True
21635	ENSG00000234899.9	ENSG00000234899.9	203096	processed_transcript	lncRNA	True
21636	ENSG00000234900.1	ENSG00000234900.1	12008	lincRNA	lncRNA	True
21637	ENSG00000234906.9	ENSG00000234906.9	3583	protein_coding	protein_coding	True
21638	ENSG00000234911.2	ENSG00000234911.2	46313	transcribed_unitary_pseudogene	pseudogene	True
21639	ENSG00000234912.12	ENSG00000234912.12	13186	sense_overlapping	lncRNA	True
21640	ENSG00000234915.1	ENSG00000234915.1	32218	antisense	lncRNA	True
21641	ENSG00000234919.1	ENSG00000234919.1	3342	lincRNA	lncRNA	True
21642	ENSG00000234925.2	ENSG00000234925.2	474	processed_pseudogene	pseudogene	True
21643	ENSG00000234927.1	ENSG00000234927.1	276	processed_pseudogene	pseudogene	True
21644	ENSG00000234928.1	ENSG00000234928.1	1507	lincRNA	lncRNA	True
21645	ENSG00000234936.1	ENSG00000234936.1	3821	antisense	lncRNA	True
21646	ENSG00000234937.1	ENSG00000234937.1	1257	processed_pseudogene	pseudogene	True
21647	ENSG00000234944.1	ENSG00000234944.1	2539	lincRNA	lncRNA	True
21648	ENSG00000234945.7	ENSG00000234945.7	7064	antisense	lncRNA	True
21649	ENSG00000234948.1	ENSG00000234948.1	439786	lincRNA	lncRNA	True
21650	ENSG00000234949.2	ENSG00000234949.2	4961	antisense	lncRNA	True
21651	ENSG00000234953.2	ENSG00000234953.2	43822	antisense	lncRNA	True
21652	ENSG00000234956.6	ENSG00000234956.6	62665	lincRNA	lncRNA	True
21653	ENSG00000234961.1	ENSG00000234961.1	1508	antisense	lncRNA	True
21654	ENSG00000234964.4	ENSG00000234964.4	404	processed_pseudogene	pseudogene	True
21655	ENSG00000234965.2	ENSG00000234965.2	5113	protein_coding	protein_coding	True
21656	ENSG00000234975.6	ENSG00000234975.6	411	processed_pseudogene	pseudogene	True
21657	ENSG00000234981.1	ENSG00000234981.1	791	processed_pseudogene	pseudogene	True
21658	ENSG00000234986.1	ENSG00000234986.1	1637	lincRNA	lncRNA	True
21659	ENSG00000234996.4	ENSG00000234996.4	13487	transcribed_processed_pseudogene	pseudogene	True
21660	ENSG00000234998.1	ENSG00000234998.1	29148	antisense	lncRNA	True
21661	ENSG00000235013.1	ENSG00000235013.1	357	processed_pseudogene	pseudogene	True
21662	ENSG00000235016.1	ENSG00000235016.1	40063	antisense	lncRNA	True
21663	ENSG00000235018.1	ENSG00000235018.1	527	processed_pseudogene	pseudogene	True
21664	ENSG00000235020.4	ENSG00000235020.4	55067	processed_transcript	lncRNA	True
21665	ENSG00000235021.1	ENSG00000235021.1	1774	lincRNA	lncRNA	True
21666	ENSG00000235023.1	ENSG00000235023.1	2973	antisense	lncRNA	True
21667	ENSG00000235024.1	ENSG00000235024.1	17274	antisense	lncRNA	True
21668	ENSG00000235026.5	ENSG00000235026.5	30408	antisense	lncRNA	True
21669	ENSG00000235027.1	ENSG00000235027.1	2138	antisense	lncRNA	True
21670	ENSG00000235029.1	ENSG00000235029.1	825	antisense	lncRNA	True
21671	ENSG00000235032.1	ENSG00000235032.1	994	antisense	lncRNA	True
21672	ENSG00000235033.7	ENSG00000235033.7	18267	antisense	lncRNA	True
21673	ENSG00000235034.6	ENSG00000235034.6	9865	protein_coding	protein_coding	True
21674	ENSG00000235038.1	ENSG00000235038.1	20135	lincRNA	lncRNA	True
21675	ENSG00000235042.1	ENSG00000235042.1	27408	antisense	lncRNA	True
21676	ENSG00000235043.3	ENSG00000235043.3	444	processed_pseudogene	pseudogene	True
21677	ENSG00000235045.2	ENSG00000235045.2	729	processed_pseudogene	pseudogene	True
21678	ENSG00000235049.1	ENSG00000235049.1	7372	lincRNA	lncRNA	True
21679	ENSG00000235050.6	ENSG00000235050.6	101177	antisense	lncRNA	True
21680	ENSG00000235052.1	ENSG00000235052.1	1776	lincRNA	lncRNA	True
21681	ENSG00000235059.5	ENSG00000235059.5	46652	lincRNA	lncRNA	True
21682	ENSG00000235060.1	ENSG00000235060.1	1136	processed_pseudogene	pseudogene	True
21683	ENSG00000235066.7	ENSG00000235066.7	59636	antisense	lncRNA	True
21684	ENSG00000235071.1	ENSG00000235071.1	998	processed_pseudogene	pseudogene	True
21685	ENSG00000235072.2	ENSG00000235072.2	6709	lincRNA	lncRNA	True
21686	ENSG00000235077.1	ENSG00000235077.1	9475	antisense	lncRNA	True
21687	ENSG00000235078.1	ENSG00000235078.1	3922	antisense	lncRNA	True
21688	ENSG00000235079.1	ENSG00000235079.1	18329	antisense	lncRNA	True
21689	ENSG00000235081.1	ENSG00000235081.1	1177	processed_pseudogene	pseudogene	True
21690	ENSG00000235082.2	ENSG00000235082.2	303	processed_pseudogene	pseudogene	True
21691	ENSG00000235084.3	ENSG00000235084.3	446	processed_pseudogene	pseudogene	True
21692	ENSG00000235085.3	ENSG00000235085.3	23001	antisense	lncRNA	True
21693	ENSG00000235089.1	ENSG00000235089.1	642	processed_pseudogene	pseudogene	True
21694	ENSG00000235090.1	ENSG00000235090.1	688	processed_pseudogene	pseudogene	True
21695	ENSG00000235091.2	ENSG00000235091.2	15439	lincRNA	lncRNA	True
21696	ENSG00000235092.5	ENSG00000235092.5	15227	antisense	lncRNA	True
21697	ENSG00000235096.2	ENSG00000235096.2	9706	antisense	lncRNA	True
21698	ENSG00000235098.8	ENSG00000235098.8	3349	protein_coding	protein_coding	True
21699	ENSG00000235100.3	ENSG00000235100.3	32490	lincRNA	lncRNA	True
21700	ENSG00000235106.9	ENSG00000235106.9	9227	protein_coding	protein_coding	True
21701	ENSG00000235109.7	ENSG00000235109.7	31578	protein_coding	protein_coding	True
21702	ENSG00000235111.1	ENSG00000235111.1	3059	sense_intronic	lncRNA	True
21703	ENSG00000235119.1	ENSG00000235119.1	1779	lincRNA	lncRNA	True
21704	ENSG00000235121.1	ENSG00000235121.1	14212	antisense	lncRNA	True
21705	ENSG00000235123.5	ENSG00000235123.5	2275	antisense	lncRNA	True
21706	ENSG00000235127.1	ENSG00000235127.1	21017	lincRNA	lncRNA	True
21707	ENSG00000235128.1	ENSG00000235128.1	798	processed_pseudogene	pseudogene	True
21708	ENSG00000235131.1	ENSG00000235131.1	2098	antisense	lncRNA	True
21709	ENSG00000235138.1	ENSG00000235138.1	4515	antisense	lncRNA	True
21710	ENSG00000235139.2	ENSG00000235139.2	51846	lincRNA	lncRNA	True
21711	ENSG00000235142.8	ENSG00000235142.8	70089	lincRNA	lncRNA	True
21712	ENSG00000235146.2	ENSG00000235146.2	7139	lincRNA	lncRNA	True
21713	ENSG00000235149.1	ENSG00000235149.1	1320	lincRNA	lncRNA	True
21714	ENSG00000235150.1	ENSG00000235150.1	1461	processed_pseudogene	pseudogene	True
21715	ENSG00000235151.1	ENSG00000235151.1	656	lincRNA	lncRNA	True
21716	ENSG00000235152.1	ENSG00000235152.1	25552	lincRNA	lncRNA	True
21717	ENSG00000235159.1	ENSG00000235159.1	2535	lincRNA	lncRNA	True
21718	ENSG00000235160.1	ENSG00000235160.1	51702	lincRNA	lncRNA	True
21719	ENSG00000235162.8	ENSG00000235162.8	160807	protein_coding	protein_coding	True
21720	ENSG00000235166.7	ENSG00000235166.7	73879	lincRNA	lncRNA	True
21721	ENSG00000235169.8	ENSG00000235169.8	3221	protein_coding	protein_coding	True
21722	ENSG00000235172.7	ENSG00000235172.7	2450	lincRNA	lncRNA	True
21723	ENSG00000235173.6	ENSG00000235173.6	3074	protein_coding	protein_coding	True
21724	ENSG00000235174.1	ENSG00000235174.1	155	processed_pseudogene	pseudogene	True
21725	ENSG00000235175.1	ENSG00000235175.1	437	processed_pseudogene	pseudogene	True
21726	ENSG00000235189.1	ENSG00000235189.1	88464	antisense	lncRNA	True
21727	ENSG00000235191.1	ENSG00000235191.1	7961	antisense	lncRNA	True
21728	ENSG00000235192.1	ENSG00000235192.1	15159	lincRNA	lncRNA	True
21729	ENSG00000235194.8	ENSG00000235194.8	7205	protein_coding	protein_coding	True
21730	ENSG00000235200.2	ENSG00000235200.2	10265	lincRNA	lncRNA	True
21731	ENSG00000235204.1	ENSG00000235204.1	1906	antisense	lncRNA	True
21732	ENSG00000235205.1	ENSG00000235205.1	3664	processed_pseudogene	pseudogene	True
21733	ENSG00000235209.1	ENSG00000235209.1	3481	lincRNA	lncRNA	True
21734	ENSG00000235214.1	ENSG00000235214.1	505	antisense	lncRNA	True
21735	ENSG00000235215.2	ENSG00000235215.2	22117	lincRNA	lncRNA	True
21736	ENSG00000235217.6	ENSG00000235217.6	4050	transcribed_processed_pseudogene	pseudogene	True
21737	ENSG00000235221.2	ENSG00000235221.2	99866	lincRNA	lncRNA	True
21738	ENSG00000235236.1	ENSG00000235236.1	4067	antisense	lncRNA	True
21739	ENSG00000235237.1	ENSG00000235237.1	16093	antisense	lncRNA	True
21740	ENSG00000235238.1	ENSG00000235238.1	283	processed_pseudogene	pseudogene	True
21741	ENSG00000235244.3	ENSG00000235244.3	51818	lincRNA	lncRNA	True
21742	ENSG00000235248.3	ENSG00000235248.3	3692	transcribed_unprocessed_pseudogene	pseudogene	True
21743	ENSG00000235257.8	ENSG00000235257.8	116348	processed_transcript	lncRNA	True
21744	ENSG00000235258.1	ENSG00000235258.1	365	processed_pseudogene	pseudogene	True
21745	ENSG00000235263.1	ENSG00000235263.1	2379	lincRNA	lncRNA	True
21746	ENSG00000235264.1	ENSG00000235264.1	692	processed_pseudogene	pseudogene	True
21747	ENSG00000235267.1	ENSG00000235267.1	706	processed_pseudogene	pseudogene	True
21748	ENSG00000235268.2	ENSG00000235268.2	2338	protein_coding	protein_coding	True
21749	ENSG00000235269.1	ENSG00000235269.1	81940	lincRNA	lncRNA	True
21750	ENSG00000235271.5	ENSG00000235271.5	17319	lincRNA	lncRNA	True
21751	ENSG00000235272.2	ENSG00000235272.2	1990	protein_coding	protein_coding	True
21752	ENSG00000235277.1	ENSG00000235277.1	28562	antisense	lncRNA	True
21753	ENSG00000235280.2	ENSG00000235280.2	1340	antisense	lncRNA	True
21754	ENSG00000235281.1	ENSG00000235281.1	65456	lincRNA	lncRNA	True
21755	ENSG00000235285.1	ENSG00000235285.1	11752	sense_intronic	lncRNA	True
21756	ENSG00000235288.3	ENSG00000235288.3	67341	antisense	lncRNA	True
21757	ENSG00000235295.1	ENSG00000235295.1	8583	lincRNA	lncRNA	True
21758	ENSG00000235296.1	ENSG00000235296.1	5732	antisense	lncRNA	True
21759	ENSG00000235297.3	ENSG00000235297.3	413	processed_pseudogene	pseudogene	True
21760	ENSG00000235298.1	ENSG00000235298.1	3544	antisense	lncRNA	True
21761	ENSG00000235300.4	ENSG00000235300.4	14427	antisense	lncRNA	True
21762	ENSG00000235301.1	ENSG00000235301.1	74	unprocessed_pseudogene	pseudogene	True
21763	ENSG00000235313.1	ENSG00000235313.1	910	sense_intronic	lncRNA	True
21764	ENSG00000235314.1	ENSG00000235314.1	3135	lincRNA	lncRNA	True
21765	ENSG00000235316.1	ENSG00000235316.1	1814	processed_pseudogene	pseudogene	True
21766	ENSG00000235319.1	ENSG00000235319.1	6319	lincRNA	lncRNA	True
21767	ENSG00000235333.3	ENSG00000235333.3	1332	transcribed_unprocessed_pseudogene	pseudogene	True
21768	ENSG00000235335.2	ENSG00000235335.2	126370	antisense	lncRNA	True
21769	ENSG00000235338.1	ENSG00000235338.1	1980	processed_pseudogene	pseudogene	True
21770	ENSG00000235354.1	ENSG00000235354.1	170	processed_pseudogene	pseudogene	True
21771	ENSG00000235357.1	ENSG00000235357.1	3642	lincRNA	lncRNA	True
21772	ENSG00000235358.1	ENSG00000235358.1	42488	lincRNA	lncRNA	True
21773	ENSG00000235363.1	ENSG00000235363.1	224	processed_pseudogene	pseudogene	True
21774	ENSG00000235366.2	ENSG00000235366.2	21000	lincRNA	lncRNA	True
21775	ENSG00000235370.6	ENSG00000235370.6	13385	transcribed_unprocessed_pseudogene	pseudogene	True
21776	ENSG00000235374.2	ENSG00000235374.2	3213	transcribed_processed_pseudogene	pseudogene	True
21777	ENSG00000235381.1	ENSG00000235381.1	3585	antisense	lncRNA	True
21778	ENSG00000235385.1	ENSG00000235385.1	37404	lincRNA	lncRNA	True
21779	ENSG00000235386.1	ENSG00000235386.1	104	unprocessed_pseudogene	pseudogene	True
21780	ENSG00000235387.3	ENSG00000235387.3	27670	protein_coding	protein_coding	True
21781	ENSG00000235397.1	ENSG00000235397.1	9665	antisense	lncRNA	True
21782	ENSG00000235399.1	ENSG00000235399.1	4334	antisense	lncRNA	True
21783	ENSG00000235410.1	ENSG00000235410.1	13321	antisense	lncRNA	True
21784	ENSG00000235411.1	ENSG00000235411.1	1154	processed_pseudogene	pseudogene	True
21785	ENSG00000235413.3	ENSG00000235413.3	1302	processed_pseudogene	pseudogene	True
21786	ENSG00000235419.5	ENSG00000235419.5	59412	antisense	lncRNA	True
21787	ENSG00000235421.1	ENSG00000235421.1	29115	unprocessed_pseudogene	pseudogene	True
21788	ENSG00000235423.8	ENSG00000235423.8	9453	antisense	lncRNA	True
21789	ENSG00000235426.2	ENSG00000235426.2	26946	antisense	lncRNA	True
21790	ENSG00000235427.1	ENSG00000235427.1	9251	antisense	lncRNA	True
21791	ENSG00000235434.1	ENSG00000235434.1	5135	antisense	lncRNA	True
21792	ENSG00000235436.10	ENSG00000235436.10	6200	transcribed_unprocessed_pseudogene	pseudogene	True
21793	ENSG00000235437.7	ENSG00000235437.7	217844	processed_transcript	lncRNA	True
21794	ENSG00000235440.1	ENSG00000235440.1	819	processed_pseudogene	pseudogene	True
21795	ENSG00000235448.2	ENSG00000235448.2	115791	antisense	lncRNA	True
21796	ENSG00000235449.2	ENSG00000235449.2	189	processed_pseudogene	pseudogene	True
21797	ENSG00000235450.1	ENSG00000235450.1	176070	lincRNA	lncRNA	True
21798	ENSG00000235453.10	ENSG00000235453.10	17477	protein_coding	protein_coding	True
21799	ENSG00000235455.1	ENSG00000235455.1	2171	antisense	lncRNA	True
21800	ENSG00000235461.1	ENSG00000235461.1	8992	lincRNA	lncRNA	True
21801	ENSG00000235470.5	ENSG00000235470.5	37790	antisense	lncRNA	True
21802	ENSG00000235478.4	ENSG00000235478.4	10518	lincRNA	lncRNA	True
21803	ENSG00000235480.1	ENSG00000235480.1	4366	antisense	lncRNA	True
21804	ENSG00000235481.2	ENSG00000235481.2	32845	antisense	lncRNA	True
21805	ENSG00000235482.1	ENSG00000235482.1	790	processed_pseudogene	pseudogene	True
21806	ENSG00000235488.1	ENSG00000235488.1	819	antisense	lncRNA	True
21807	ENSG00000235489.4	ENSG00000235489.4	1891	processed_pseudogene	pseudogene	True
21808	ENSG00000235491.1	ENSG00000235491.1	54873	lincRNA	lncRNA	True
21809	ENSG00000235492.1	ENSG00000235492.1	60602	lincRNA	lncRNA	True
21810	ENSG00000235493.2	ENSG00000235493.2	142494	lincRNA	lncRNA	True
21811	ENSG00000235494.1	ENSG00000235494.1	1813	lincRNA	lncRNA	True
21812	ENSG00000235495.1	ENSG00000235495.1	118473	lincRNA	lncRNA	True
21813	ENSG00000235497.5	ENSG00000235497.5	6070	lincRNA	lncRNA	True
21814	ENSG00000235499.1	ENSG00000235499.1	1211	lincRNA	lncRNA	True
21815	ENSG00000235501.5	ENSG00000235501.5	35704	antisense	lncRNA	True
21816	ENSG00000235505.7	ENSG00000235505.7	17524	transcribed_unprocessed_pseudogene	pseudogene	True
21817	ENSG00000235510.1	ENSG00000235510.1	226	unprocessed_pseudogene	pseudogene	True
21818	ENSG00000235513.1	ENSG00000235513.1	8505	antisense	lncRNA	True
21819	ENSG00000235522.6	ENSG00000235522.6	10643	antisense	lncRNA	True
21820	ENSG00000235527.6	ENSG00000235527.6	5492	antisense	lncRNA	True
21821	ENSG00000235529.1	ENSG00000235529.1	1815	sense_intronic	lncRNA	True
21822	ENSG00000235530.6	ENSG00000235530.6	15704	antisense	lncRNA	True
21823	ENSG00000235531.9	ENSG00000235531.9	290226	antisense	lncRNA	True
21824	ENSG00000235532.1	ENSG00000235532.1	28519	lincRNA	lncRNA	True
21825	ENSG00000235533.1	ENSG00000235533.1	4144	lincRNA	lncRNA	True
21826	ENSG00000235535.7	ENSG00000235535.7	120820	antisense	lncRNA	True
21827	ENSG00000235537.2	ENSG00000235537.2	29732	lincRNA	lncRNA	True
21828	ENSG00000235538.1	ENSG00000235538.1	55937	lincRNA	lncRNA	True
21829	ENSG00000235545.1	ENSG00000235545.1	22212	antisense	lncRNA	True
21830	ENSG00000235552.4	ENSG00000235552.4	871	transcribed_processed_pseudogene	pseudogene	True
21831	ENSG00000235554.1	ENSG00000235554.1	1033	processed_pseudogene	pseudogene	True
21832	ENSG00000235558.3	ENSG00000235558.3	38882	unprocessed_pseudogene	pseudogene	True
21833	ENSG00000235560.3	ENSG00000235560.3	2392	antisense	lncRNA	True
21834	ENSG00000235563.1	ENSG00000235563.1	4033	antisense	lncRNA	True
21835	ENSG00000235568.6	ENSG00000235568.6	51985	protein_coding	protein_coding	True
21836	ENSG00000235573.2	ENSG00000235573.2	379	processed_pseudogene	pseudogene	True
21837	ENSG00000235575.1	ENSG00000235575.1	11814	antisense	lncRNA	True
21838	ENSG00000235576.1	ENSG00000235576.1	4904	lincRNA	lncRNA	True
21839	ENSG00000235578.1	ENSG00000235578.1	1162	lincRNA	lncRNA	True
21840	ENSG00000235584.2	ENSG00000235584.2	2631	lincRNA	lncRNA	True
21841	ENSG00000235586.1	ENSG00000235586.1	580	antisense	lncRNA	True
21842	ENSG00000235590.7	ENSG00000235590.7	31984	antisense	lncRNA	True
21843	ENSG00000235593.1	ENSG00000235593.1	7345	antisense	lncRNA	True
21844	ENSG00000235597.1	ENSG00000235597.1	87565	lincRNA	lncRNA	True
21845	ENSG00000235601.1	ENSG00000235601.1	3543	lincRNA	lncRNA	True
21846	ENSG00000235602.5	ENSG00000235602.5	1077	processed_pseudogene	pseudogene	True
21847	ENSG00000235605.1	ENSG00000235605.1	437	processed_pseudogene	pseudogene	True
21848	ENSG00000235608.1	ENSG00000235608.1	3399	protein_coding	protein_coding	True
21849	ENSG00000235609.7	ENSG00000235609.7	195587	lincRNA	lncRNA	True
21850	ENSG00000235613.2	ENSG00000235613.2	1692	processed_pseudogene	pseudogene	True
21851	ENSG00000235616.1	ENSG00000235616.1	1108	processed_pseudogene	pseudogene	True
21852	ENSG00000235618.8	ENSG00000235618.8	46621	transcribed_unprocessed_pseudogene	pseudogene	True
21853	ENSG00000235620.1	ENSG00000235620.1	832	lincRNA	lncRNA	True
21854	ENSG00000235621.8	ENSG00000235621.8	10679	lincRNA	lncRNA	True
21855	ENSG00000235629.1	ENSG00000235629.1	1238	antisense	lncRNA	True
21856	ENSG00000235635.1	ENSG00000235635.1	5845	antisense	lncRNA	True
21857	ENSG00000235636.1	ENSG00000235636.1	881	processed_pseudogene	pseudogene	True
21858	ENSG00000235637.1	ENSG00000235637.1	2584	antisense	lncRNA	True
21859	ENSG00000235641.4	ENSG00000235641.4	6085	lincRNA	lncRNA	True
21860	ENSG00000235643.1	ENSG00000235643.1	3824	lincRNA	lncRNA	True
21861	ENSG00000235645.2	ENSG00000235645.2	7553	lincRNA	lncRNA	True
21862	ENSG00000235652.7	ENSG00000235652.7	87176	antisense	lncRNA	True
21863	ENSG00000235655.3	ENSG00000235655.3	410	processed_pseudogene	pseudogene	True
21864	ENSG00000235659.1	ENSG00000235659.1	1210	lincRNA	lncRNA	True
21865	ENSG00000235660.2	ENSG00000235660.2	6412	lincRNA	lncRNA	True
21866	ENSG00000235663.1	ENSG00000235663.1	1278	antisense	lncRNA	True
21867	ENSG00000235665.5	ENSG00000235665.5	355659	lincRNA	lncRNA	True
21868	ENSG00000235669.1	ENSG00000235669.1	9430	antisense	lncRNA	True
21869	ENSG00000235674.2	ENSG00000235674.2	984	processed_pseudogene	pseudogene	True
21870	ENSG00000235677.1	ENSG00000235677.1	737	processed_pseudogene	pseudogene	True
21871	ENSG00000235687.9	ENSG00000235687.9	98913	transcribed_unprocessed_pseudogene	pseudogene	True
21872	ENSG00000235688.2	ENSG00000235688.2	647	antisense	lncRNA	True
21873	ENSG00000235700.1	ENSG00000235700.1	309	processed_pseudogene	pseudogene	True
21874	ENSG00000235703.5	ENSG00000235703.5	285952	antisense	lncRNA	True
21875	ENSG00000235706.7	ENSG00000235706.7	22288	antisense	lncRNA	True
21876	ENSG00000235718.8	ENSG00000235718.8	7731	protein_coding	protein_coding	True
21877	ENSG00000235724.8	ENSG00000235724.8	85518	antisense	lncRNA	True
21878	ENSG00000235725.1	ENSG00000235725.1	50611	lincRNA	lncRNA	True
21879	ENSG00000235726.5	ENSG00000235726.5	79069	processed_transcript	lncRNA	True
21880	ENSG00000235731.1	ENSG00000235731.1	93960	lincRNA	lncRNA	True
21881	ENSG00000235734.4	ENSG00000235734.4	297	processed_pseudogene	pseudogene	True
21882	ENSG00000235737.1	ENSG00000235737.1	1461	processed_pseudogene	pseudogene	True
21883	ENSG00000235740.1	ENSG00000235740.1	7706	antisense	lncRNA	True
21884	ENSG00000235743.1	ENSG00000235743.1	8849	lincRNA	lncRNA	True
21885	ENSG00000235746.1	ENSG00000235746.1	1632	processed_pseudogene	pseudogene	True
21886	ENSG00000235749.2	ENSG00000235749.2	107313	antisense	lncRNA	True
21887	ENSG00000235750.9	ENSG00000235750.9	36012	protein_coding	protein_coding	True
21888	ENSG00000235760.4	ENSG00000235760.4	8191	antisense	lncRNA	True
21889	ENSG00000235763.1	ENSG00000235763.1	219	processed_pseudogene	pseudogene	True
21890	ENSG00000235770.5	ENSG00000235770.5	232159	lincRNA	lncRNA	True
21891	ENSG00000235772.1	ENSG00000235772.1	1560	antisense	lncRNA	True
21892	ENSG00000235774.1	ENSG00000235774.1	35482	lincRNA	lncRNA	True
21893	ENSG00000235779.7	ENSG00000235779.7	9256	lincRNA	lncRNA	True
21894	ENSG00000235781.1	ENSG00000235781.1	2951	antisense	lncRNA	True
21895	ENSG00000235782.1	ENSG00000235782.1	4114	antisense	lncRNA	True
21896	ENSG00000235784.2	ENSG00000235784.2	878	processed_pseudogene	pseudogene	True
21897	ENSG00000235786.1	ENSG00000235786.1	25899	sense_intronic	lncRNA	True
21898	ENSG00000235787.1	ENSG00000235787.1	239	processed_pseudogene	pseudogene	True
21899	ENSG00000235790.7	ENSG00000235790.7	16113	antisense	lncRNA	True
21900	ENSG00000235806.1	ENSG00000235806.1	29327	lincRNA	lncRNA	True
21901	ENSG00000235812.4	ENSG00000235812.4	2310	transcribed_processed_pseudogene	pseudogene	True
21902	ENSG00000235820.1	ENSG00000235820.1	2261	antisense	lncRNA	True
21903	ENSG00000235823.2	ENSG00000235823.2	80530	lincRNA	lncRNA	True
21904	ENSG00000235828.5	ENSG00000235828.5	317	processed_pseudogene	pseudogene	True
21905	ENSG00000235829.1	ENSG00000235829.1	484	processed_pseudogene	pseudogene	True
21906	ENSG00000235830.1	ENSG00000235830.1	748	lincRNA	lncRNA	True
21907	ENSG00000235831.6	ENSG00000235831.6	83152	antisense	lncRNA	True
21908	ENSG00000235832.2	ENSG00000235832.2	905	processed_pseudogene	pseudogene	True
21909	ENSG00000235834.1	ENSG00000235834.1	58725	sense_intronic	lncRNA	True
21910	ENSG00000235837.1	ENSG00000235837.1	24027	antisense	lncRNA	True
21911	ENSG00000235848.4	ENSG00000235848.4	117130	antisense	lncRNA	True
21912	ENSG00000235849.1	ENSG00000235849.1	2246	antisense	lncRNA	True
21913	ENSG00000235852.1	ENSG00000235852.1	1262	antisense	lncRNA	True
21914	ENSG00000235859.5	ENSG00000235859.5	1233	processed_pseudogene	pseudogene	True
21915	ENSG00000235863.3	ENSG00000235863.3	7700	protein_coding	protein_coding	True
21916	ENSG00000235864.1	ENSG00000235864.1	1551	processed_pseudogene	pseudogene	True
21917	ENSG00000235865.2	ENSG00000235865.2	4762	antisense	lncRNA	True
21918	ENSG00000235872.2	ENSG00000235872.2	11928	antisense	lncRNA	True
21919	ENSG00000235875.3	ENSG00000235875.3	1866	antisense	lncRNA	True
21920	ENSG00000235880.1	ENSG00000235880.1	5036	antisense	lncRNA	True
21921	ENSG00000235884.4	ENSG00000235884.4	47435	lincRNA	lncRNA	True
21922	ENSG00000235885.7	ENSG00000235885.7	224993	lincRNA	lncRNA	True
21923	ENSG00000235888.1	ENSG00000235888.1	17446	lincRNA	lncRNA	True
21924	ENSG00000235890.2	ENSG00000235890.2	9768	antisense	lncRNA	True
21925	ENSG00000235897.1	ENSG00000235897.1	7240	antisense	lncRNA	True
21926	ENSG00000235899.1	ENSG00000235899.1	3014	antisense	lncRNA	True
21927	ENSG00000235902.1	ENSG00000235902.1	9532	antisense	lncRNA	True
21928	ENSG00000235903.8	ENSG00000235903.8	69864	antisense	lncRNA	True
21929	ENSG00000235904.2	ENSG00000235904.2	26532	antisense	lncRNA	True
21930	ENSG00000235910.1	ENSG00000235910.1	19612	antisense	lncRNA	True
21931	ENSG00000235912.1	ENSG00000235912.1	191	processed_pseudogene	pseudogene	True
21932	ENSG00000235914.1	ENSG00000235914.1	45262	antisense	lncRNA	True
21933	ENSG00000235916.1	ENSG00000235916.1	422	processed_pseudogene	pseudogene	True
21934	ENSG00000235919.4	ENSG00000235919.4	1902	antisense	lncRNA	True
21935	ENSG00000235927.4	ENSG00000235927.4	8191	antisense	lncRNA	True
21936	ENSG00000235933.1	ENSG00000235933.1	1957	lincRNA	lncRNA	True
21937	ENSG00000235934.1	ENSG00000235934.1	1744	antisense	lncRNA	True
21938	ENSG00000235937.1	ENSG00000235937.1	1130	processed_pseudogene	pseudogene	True
21939	ENSG00000235939.1	ENSG00000235939.1	53626	antisense	lncRNA	True
21940	ENSG00000235944.8	ENSG00000235944.8	31205	transcribed_unprocessed_pseudogene	pseudogene	True
21941	ENSG00000235945.1	ENSG00000235945.1	2922	processed_pseudogene	pseudogene	True
21942	ENSG00000235947.1	ENSG00000235947.1	2398	lincRNA	lncRNA	True
21943	ENSG00000235949.1	ENSG00000235949.1	1355	antisense	lncRNA	True
21944	ENSG00000235954.6	ENSG00000235954.6	89205	processed_transcript	lncRNA	True
21945	ENSG00000235957.1	ENSG00000235957.1	191	processed_pseudogene	pseudogene	True
21946	ENSG00000235958.5	ENSG00000235958.5	43954	antisense	lncRNA	True
21947	ENSG00000235959.1	ENSG00000235959.1	423	processed_pseudogene	pseudogene	True
21948	ENSG00000235961.5	ENSG00000235961.5	2536	protein_coding	protein_coding	True
21949	ENSG00000235974.1	ENSG00000235974.1	13337	unitary_pseudogene	pseudogene	True
21950	ENSG00000235975.1	ENSG00000235975.1	717	processed_pseudogene	pseudogene	True
21951	ENSG00000235978.6	ENSG00000235978.6	72999	antisense	lncRNA	True
21952	ENSG00000235979.8	ENSG00000235979.8	75187	lincRNA	lncRNA	True
21953	ENSG00000235984.5	ENSG00000235984.5	20225	antisense	lncRNA	True
21954	ENSG00000235989.3	ENSG00000235989.3	10141	antisense	lncRNA	True
