gid	length	biotype	biotype_category
ENSG00000229626.1	834	processed_pseudogene	pseudogene
ENSG00000091140.13	40760	protein_coding	protein_coding
ENSG00000091136.13	79456	protein_coding	protein_coding
ENSG00000273055.1	624	antisense	lncRNA
ENSG00000238297.2	191	snoRNA	other
ENSG00000091128.12	106808	protein_coding	protein_coding
ENSG00000091129.19	309094	protein_coding	protein_coding
ENSG00000135241.16	99244	protein_coding	protein_coding
ENSG00000231006.1	743	processed_pseudogene	pseudogene
ENSG00000177683.13	15207	protein_coding	protein_coding
ENSG00000128590.4	5282	protein_coding	protein_coding
ENSG00000225647.1	15892	lincRNA	lncRNA
ENSG00000270425.1	993	processed_pseudogene	pseudogene
ENSG00000205174.4	612	lincRNA	lncRNA
ENSG00000279043.1	5121	TEC	other
ENSG00000229603.1	43213	lincRNA	lncRNA
ENSG00000227968.1	998	processed_pseudogene	pseudogene
ENSG00000230941.1	3995	lincRNA	lncRNA
ENSG00000234273.1	75185	lincRNA	lncRNA
ENSG00000230192.1	708	processed_pseudogene	pseudogene
ENSG00000271368.1	783	processed_pseudogene	pseudogene
ENSG00000237064.1	966	processed_pseudogene	pseudogene
ENSG00000232199.1	1190	processed_pseudogene	pseudogene
ENSG00000278424.1	489	unprocessed_pseudogene	pseudogene
ENSG00000226965.1	102515	lincRNA	lncRNA
ENSG00000184903.9	899466	protein_coding	protein_coding
ENSG00000228540.1	1666	sense_intronic	lncRNA
ENSG00000173114.12	34448	protein_coding	protein_coding
ENSG00000243621.1	168	processed_pseudogene	pseudogene
ENSG00000227948.4	564	processed_pseudogene	pseudogene
ENSG00000128512.20	480301	protein_coding	protein_coding
ENSG00000225572.1	13257	antisense	lncRNA
ENSG00000222346.1	112	rRNA_pseudogene	other
ENSG00000234358.1	766	processed_pseudogene	pseudogene
ENSG00000198839.9	136508	protein_coding	protein_coding
ENSG00000202406.1	329	misc_RNA	other
ENSG00000226851.1	81434	antisense	lncRNA
ENSG00000230999.1	1082	unprocessed_pseudogene	pseudogene
ENSG00000232922.1	517	unprocessed_pseudogene	pseudogene
ENSG00000236232.1	1105	unprocessed_pseudogene	pseudogene
ENSG00000006652.13	58049	protein_coding	protein_coding
ENSG00000180019.5	211	processed_pseudogene	pseudogene
ENSG00000181016.9	10209	protein_coding	protein_coding
ENSG00000182965.6	1182	processed_pseudogene	pseudogene
ENSG00000223646.1	85702	lincRNA	lncRNA
ENSG00000225358.1	3527	processed_pseudogene	pseudogene
ENSG00000146802.12	28210	protein_coding	protein_coding
ENSG00000164603.11	120769	protein_coding	protein_coding
ENSG00000234520.5	40988	lincRNA	lncRNA
ENSG00000279288.1	2057	TEC	other
ENSG00000164604.12	9447	protein_coding	protein_coding
ENSG00000225457.1	45667	processed_transcript	lncRNA
ENSG00000214194.8	1895	protein_coding	protein_coding
ENSG00000270997.1	633	processed_pseudogene	pseudogene
ENSG00000278894.1	330	TEC	other
ENSG00000154415.7	199143	protein_coding	protein_coding
ENSG00000128573.24	607445	protein_coding	protein_coding
ENSG00000236580.1	315	processed_pseudogene	pseudogene
ENSG00000224595.1	5631	antisense	lncRNA
ENSG00000282859.1	556	sense_intronic	lncRNA
ENSG00000202334.1	119	rRNA_pseudogene	other
ENSG00000272230.1	110	miRNA	miRNA
ENSG00000135272.10	97048	protein_coding	protein_coding
ENSG00000233607.1	169818	lincRNA	lncRNA
ENSG00000225535.6	47356	lincRNA	lncRNA
ENSG00000226962.1	745	processed_pseudogene	pseudogene
ENSG00000199764.1	102	misc_RNA	other
ENSG00000244565.1	714	processed_pseudogene	pseudogene
ENSG00000202377.1	127	snoRNA	other
ENSG00000242072.1	28868	lincRNA	lncRNA
ENSG00000240973.1	3273	lincRNA	lncRNA
ENSG00000243345.1	1320	lincRNA	lncRNA
ENSG00000199224.1	100	misc_RNA	other
ENSG00000105967.15	224748	protein_coding	protein_coding
ENSG00000279086.1	2277	TEC	other
ENSG00000135269.17	48290	protein_coding	protein_coding
ENSG00000243243.5	89967	antisense	lncRNA
ENSG00000237813.3	261205	antisense	lncRNA
ENSG00000237870.6	11128	processed_transcript	lncRNA
ENSG00000105971.14	221161	protein_coding	protein_coding
ENSG00000213167.3	280	misc_RNA	other
ENSG00000105974.11	36399	protein_coding	protein_coding
ENSG00000235427.1	9251	antisense	lncRNA
ENSG00000243220.1	7640	antisense	lncRNA
ENSG00000231210.3	100235	lincRNA	lncRNA
ENSG00000105976.14	125996	protein_coding	protein_coding
ENSG00000198898.13	110979	protein_coding	protein_coding
ENSG00000235945.1	2922	processed_pseudogene	pseudogene
ENSG00000252115.1	87	misc_RNA	other
ENSG00000222150.1	128	rRNA_pseudogene	other
ENSG00000227199.1	1888	antisense	lncRNA
ENSG00000275359.1	115	misc_RNA	other
ENSG00000277583.1	110	misc_RNA	other
ENSG00000004866.20	276865	protein_coding	protein_coding
ENSG00000214188.9	144907	sense_intronic	lncRNA
ENSG00000273596.1	199	misc_RNA	other
ENSG00000273571.1	171	misc_RNA	other
ENSG00000276100.1	292	misc_RNA	other
ENSG00000274606.1	212	misc_RNA	other
ENSG00000228368.1	1626	antisense	lncRNA
ENSG00000213050.5	746	processed_pseudogene	pseudogene
ENSG00000283923.1	108	miRNA	miRNA
ENSG00000226367.5	74408	antisense	lncRNA
ENSG00000274344.1	71	misc_RNA	other
ENSG00000275054.1	73	misc_RNA	other
ENSG00000227532.1	192	processed_pseudogene	pseudogene
ENSG00000278526.1	136	misc_RNA	other
ENSG00000278482.1	114	misc_RNA	other
ENSG00000230785.2	1970	processed_pseudogene	pseudogene
ENSG00000224042.2	471	processed_pseudogene	pseudogene
ENSG00000230605.1	137	processed_pseudogene	pseudogene
ENSG00000105989.9	47838	protein_coding	protein_coding
ENSG00000238202.1	21375	antisense	lncRNA
ENSG00000154438.7	64901	protein_coding	protein_coding
ENSG00000214684.2	798	processed_pseudogene	pseudogene
ENSG00000001626.15	250187	protein_coding	protein_coding
ENSG00000237974.1	192	processed_pseudogene	pseudogene
ENSG00000232661.1	3943	antisense	lncRNA
ENSG00000234001.1	209	processed_pseudogene	pseudogene
ENSG00000083622.8	42624	antisense	lncRNA
ENSG00000077063.10	163488	protein_coding	protein_coding
ENSG00000224136.1	816	processed_pseudogene	pseudogene
ENSG00000234826.1	5187	lincRNA	lncRNA
ENSG00000128534.7	8792	protein_coding	protein_coding
ENSG00000106013.14	281502	protein_coding	protein_coding
ENSG00000229982.1	1185	processed_pseudogene	pseudogene
ENSG00000230520.1	873	processed_pseudogene	pseudogene
ENSG00000270516.1	972	processed_pseudogene	pseudogene
ENSG00000225546.5	202819	lincRNA	lncRNA
ENSG00000271739.1	125	snRNA	other
ENSG00000233417.1	1980	lincRNA	lncRNA
ENSG00000233969.1	17719	lincRNA	lncRNA
ENSG00000184408.9	476663	protein_coding	protein_coding
ENSG00000252023.1	104	snRNA	other
ENSG00000231295.1	5776	antisense	lncRNA
ENSG00000106025.8	71082	protein_coding	protein_coding
ENSG00000071243.15	26467	protein_coding	protein_coding
ENSG00000202225.1	127	rRNA_pseudogene	other
ENSG00000106034.17	308767	protein_coding	protein_coding
ENSG00000234927.1	276	processed_pseudogene	pseudogene
ENSG00000212628.1	113	rRNA_pseudogene	other
ENSG00000207090.1	109	snRNA	other
ENSG00000002745.12	15737	protein_coding	protein_coding
ENSG00000196937.10	47513	protein_coding	protein_coding
ENSG00000213310.3	315	processed_pseudogene	pseudogene
ENSG00000227371.1	773	processed_pseudogene	pseudogene
ENSG00000234985.2	427	processed_pseudogene	pseudogene
ENSG00000227743.2	43029	lincRNA	lncRNA
ENSG00000252704.1	282	misc_RNA	other
ENSG00000233272.1	2763	processed_pseudogene	pseudogene
ENSG00000106278.11	188947	protein_coding	protein_coding
ENSG00000008311.14	68633	protein_coding	protein_coding
ENSG00000252003.1	61	snRNA	other
ENSG00000226636.1	2943	processed_pseudogene	pseudogene
ENSG00000234418.1	2090	lincRNA	lncRNA
ENSG00000213302.3	372	processed_pseudogene	pseudogene
ENSG00000128610.11	9297	protein_coding	protein_coding
ENSG00000230316.6	6419	antisense	lncRNA
ENSG00000081803.15	568334	protein_coding	protein_coding
ENSG00000240499.7	111919	antisense	lncRNA
ENSG00000225795.1	231	processed_pseudogene	pseudogene
ENSG00000235459.5	347	processed_pseudogene	pseudogene
ENSG00000188050.2	1444	protein_coding	protein_coding
ENSG00000235631.1	1303	protein_coding	protein_coding
ENSG00000227573.2	606	processed_pseudogene	pseudogene
ENSG00000128519.3	996	protein_coding	protein_coding
ENSG00000226680.2	34340	lincRNA	lncRNA
ENSG00000081800.8	86455	protein_coding	protein_coding
ENSG00000223595.1	621	processed_pseudogene	pseudogene
ENSG00000164675.10	82677	protein_coding	protein_coding
ENSG00000232524.1	3227	antisense	lncRNA
ENSG00000207338.1	106	snRNA	other
ENSG00000128609.14	21258	protein_coding	protein_coding
ENSG00000146809.12	72471	protein_coding	protein_coding
ENSG00000230442.5	40098	antisense	lncRNA
ENSG00000170807.11	8483	protein_coding	protein_coding
ENSG00000106299.7	67132	protein_coding	protein_coding
ENSG00000272686.1	2098	antisense	lncRNA
ENSG00000201104.1	106	snRNA	other
ENSG00000228211.2	15113	unitary_pseudogene	pseudogene
ENSG00000106302.9	48495	protein_coding	protein_coding
ENSG00000106304.15	46177	protein_coding	protein_coding
ENSG00000225583.1	327	processed_pseudogene	pseudogene
ENSG00000241345.1	33037	antisense	lncRNA
ENSG00000234224.2	2107	protein_coding	protein_coding
ENSG00000242593.5	362913	antisense	lncRNA
ENSG00000243574.1	12865	lincRNA	lncRNA
ENSG00000241324.1	12480	lincRNA	lncRNA
ENSG00000230268.3	584	protein_coding	protein_coding
ENSG00000213296.4	871	processed_pseudogene	pseudogene
ENSG00000207214.1	103	snRNA	other
ENSG00000279419.1	2705	TEC	other
ENSG00000170775.2	19630	protein_coding	protein_coding
ENSG00000275356.4	13518	protein_coding	protein_coding
ENSG00000128513.14	107597	protein_coding	protein_coding
ENSG00000224897.6	249442	antisense	lncRNA
ENSG00000186676.3	1848	processed_pseudogene	pseudogene
ENSG00000224899.1	2285	lincRNA	lncRNA
ENSG00000205898.3	573	processed_pseudogene	pseudogene
ENSG00000237764.2	207103	lincRNA	lncRNA
ENSG00000219445.2	34712	lincRNA	lncRNA
ENSG00000213291.3	374	processed_pseudogene	pseudogene
ENSG00000234071.1	408	processed_pseudogene	pseudogene
ENSG00000227847.1	372	processed_pseudogene	pseudogene
ENSG00000227869.1	35054	lincRNA	lncRNA
ENSG00000197462.3	15961	lincRNA	lncRNA
ENSG00000241921.1	45215	antisense	lncRNA
ENSG00000179603.17	814696	protein_coding	protein_coding
ENSG00000227249.1	1744	processed_pseudogene	pseudogene
ENSG00000224981.1	1765	processed_pseudogene	pseudogene
ENSG00000230820.2	811	processed_pseudogene	pseudogene
ENSG00000207692.3	96	miRNA	miRNA
ENSG00000236340.5	14794	antisense	lncRNA
ENSG00000236105.1	583	processed_pseudogene	pseudogene
ENSG00000048405.9	85134	protein_coding	protein_coding
ENSG00000279265.1	460	TEC	other
ENSG00000224138.1	1395	antisense	lncRNA
ENSG00000280347.1	4974	TEC	other
ENSG00000226770.1	8921	lincRNA	lncRNA
ENSG00000179562.2	12993	protein_coding	protein_coding
ENSG00000004059.10	3360	protein_coding	protein_coding
ENSG00000106328.9	10735	protein_coding	protein_coding
ENSG00000106331.15	7822	protein_coding	protein_coding
ENSG00000240790.1	7327	antisense	lncRNA
ENSG00000197157.10	440429	protein_coding	protein_coding
ENSG00000240579.1	636	processed_pseudogene	pseudogene
ENSG00000279078.1	2480	lincRNA	lncRNA
ENSG00000128594.7	5036	protein_coding	protein_coding
ENSG00000207588.1	99	miRNA	miRNA
ENSG00000207705.2	71	miRNA	miRNA
ENSG00000174697.4	16344	protein_coding	protein_coding
ENSG00000272915.1	363	lincRNA	lncRNA
ENSG00000106344.8	46223	protein_coding	protein_coding
ENSG00000242261.1	1029	processed_pseudogene	pseudogene
ENSG00000238750.1	61	snRNA	other
ENSG00000224940.8	11360	protein_coding	protein_coding
ENSG00000106348.17	17975	protein_coding	protein_coding
ENSG00000228700.1	291	processed_pseudogene	pseudogene
ENSG00000238590.1	61	snRNA	other
ENSG00000273184.1	38019	processed_transcript	lncRNA
ENSG00000135245.9	2569	protein_coding	protein_coding
ENSG00000240758.2	13260	processed_transcript	lncRNA
ENSG00000272601.1	2608	transcribed_unprocessed_pseudogene	pseudogene
ENSG00000165055.15	29873	protein_coding	protein_coding
ENSG00000276988.1	251	misc_RNA	other
ENSG00000273270.1	7053	lincRNA	lncRNA
ENSG00000280828.1	82318	unprocessed_pseudogene	pseudogene
ENSG00000213280.2	447	processed_pseudogene	pseudogene
ENSG00000242588.6	51722	processed_transcript	lncRNA
ENSG00000281896.1	8040	transcribed_unprocessed_pseudogene	pseudogene
ENSG00000223189.1	103	snRNA	other
ENSG00000243302.3	1149	processed_pseudogene	pseudogene
ENSG00000230715.3	402	processed_pseudogene	pseudogene
ENSG00000229413.2	329	processed_pseudogene	pseudogene
ENSG00000243679.1	753	processed_pseudogene	pseudogene
ENSG00000281490.1	2829	processed_pseudogene	pseudogene
ENSG00000271553.1	1113	lincRNA	lncRNA
ENSG00000241493.1	805	processed_pseudogene	pseudogene
ENSG00000205085.11	15584	protein_coding	protein_coding
ENSG00000271344.1	1266	lincRNA	lncRNA
ENSG00000239722.1	474	processed_pseudogene	pseudogene
ENSG00000201041.1	117	rRNA_pseudogene	other
ENSG00000252866.1	34	rRNA_pseudogene	other
ENSG00000135248.15	22682	protein_coding	protein_coding
ENSG00000128595.16	32515	protein_coding	protein_coding
ENSG00000244218.3	260	misc_RNA	other
ENSG00000128617.2	3299	protein_coding	protein_coding
ENSG00000128596.16	31375	protein_coding	protein_coding
ENSG00000128591.15	28897	protein_coding	protein_coding
ENSG00000242902.1	12464	antisense	lncRNA
ENSG00000135253.13	48268	protein_coding	protein_coding
ENSG00000128524.4	3018	protein_coding	protein_coding
ENSG00000272899.3	5736	protein_coding	protein_coding
ENSG00000224163.4	1331	unprocessed_pseudogene	pseudogene
ENSG00000128604.19	12423	protein_coding	protein_coding
ENSG00000275106.1	789	TEC	other
ENSG00000064419.13	100993	protein_coding	protein_coding
ENSG00000242241.3	295	misc_RNA	other
ENSG00000244556.1	1638	processed_pseudogene	pseudogene
ENSG00000230359.5	2016	transcribed_processed_pseudogene	pseudogene
ENSG00000242162.1	441	processed_pseudogene	pseudogene
ENSG00000241102.1	510	processed_pseudogene	pseudogene
ENSG00000241573.1	708	processed_pseudogene	pseudogene
ENSG00000240416.1	314	processed_pseudogene	pseudogene
ENSG00000230626.4	4275	protein_coding	protein_coding
ENSG00000158457.5	24805	protein_coding	protein_coding
ENSG00000200629.1	112	misc_RNA	other
ENSG00000128602.9	24673	protein_coding	protein_coding
ENSG00000243230.1	3770	antisense	lncRNA
ENSG00000158467.16	205188	protein_coding	protein_coding
ENSG00000238072.1	257	processed_pseudogene	pseudogene
ENSG00000128578.9	53966	protein_coding	protein_coding
ENSG00000239919.1	226	processed_pseudogene	pseudogene
ENSG00000199846.1	152	snRNA	other
ENSG00000240204.2	10453	protein_coding	protein_coding
ENSG00000273329.1	7082	lincRNA	lncRNA
ENSG00000106459.14	145368	protein_coding	protein_coding
ENSG00000212238.1	111	rRNA_pseudogene	other
ENSG00000207990.3	109	miRNA	miRNA
ENSG00000199158.1	77	miRNA	miRNA
ENSG00000207691.1	109	miRNA	miRNA
ENSG00000242078.1	1815	lincRNA	lncRNA
ENSG00000186591.12	122217	protein_coding	protein_coding
ENSG00000244036.3	73755	antisense	lncRNA
ENSG00000199516.1	101	misc_RNA	other
ENSG00000091732.16	33165	protein_coding	protein_coding
ENSG00000201109.1	120	rRNA_pseudogene	other
ENSG00000128607.13	65210	protein_coding	protein_coding
ENSG00000229196.3	884	antisense	lncRNA
ENSG00000146842.16	43055	protein_coding	protein_coding
ENSG00000240571.1	31643	antisense	lncRNA
ENSG00000165120.4	10500	protein_coding	protein_coding
ENSG00000270992.1	6868	processed_pseudogene	pseudogene
ENSG00000158516.11	22971	protein_coding	protein_coding
ENSG00000128510.11	31046	protein_coding	protein_coding
ENSG00000158525.15	23914	protein_coding	protein_coding
ENSG00000091704.9	7775	protein_coding	protein_coding
ENSG00000106477.18	48662	protein_coding	protein_coding
ENSG00000259920.1	2901	lincRNA	lncRNA
ENSG00000272701.3	4991	antisense	lncRNA
ENSG00000106484.15	20294	protein_coding	protein_coding
ENSG00000277269.1	139	misc_RNA	other
ENSG00000278055.1	234	misc_RNA	other
ENSG00000274500.1	98	misc_RNA	other
ENSG00000270823.1	2633	antisense	lncRNA
ENSG00000199043.1	93	miRNA	miRNA
ENSG00000158623.14	162510	protein_coding	protein_coding
ENSG00000270953.1	622	antisense	lncRNA
ENSG00000239021.1	118	rRNA_pseudogene	other
ENSG00000226045.1	369	processed_pseudogene	pseudogene
ENSG00000213265.8	18784	protein_coding	protein_coding
ENSG00000266265.3	2941	protein_coding	protein_coding
ENSG00000271522.1	1516	lincRNA	lncRNA
ENSG00000285106.1	318897	lincRNA	lncRNA
ENSG00000229858.2	351	processed_pseudogene	pseudogene
ENSG00000240680.1	306	processed_pseudogene	pseudogene
ENSG00000232716.2	3521	processed_pseudogene	pseudogene
ENSG00000233559.1	74929	lincRNA	lncRNA
ENSG00000284032.1	63	miRNA	miRNA
ENSG00000226380.9	36501	lincRNA	lncRNA
ENSG00000283797.1	80	miRNA	miRNA
ENSG00000271204.1	1997	lincRNA	lncRNA
ENSG00000273319.1	3197	lincRNA	lncRNA
ENSG00000231721.7	171213	processed_transcript	lncRNA
ENSG00000199627.1	106	snRNA	other
ENSG00000128585.17	386540	protein_coding	protein_coding
ENSG00000233287.1	405	processed_pseudogene	pseudogene
ENSG00000236753.6	18753	processed_transcript	lncRNA
ENSG00000273489.1	3730	antisense	lncRNA
ENSG00000128567.16	57955	protein_coding	protein_coding
ENSG00000224545.1	366	processed_pseudogene	pseudogene
ENSG00000213261.3	672	processed_pseudogene	pseudogene
ENSG00000236238.2	351	processed_pseudogene	pseudogene
ENSG00000236395.1	384	processed_pseudogene	pseudogene
ENSG00000236281.1	506	processed_pseudogene	pseudogene
ENSG00000233263.1	999	processed_pseudogene	pseudogene
ENSG00000236386.1	252	processed_pseudogene	pseudogene
ENSG00000224865.7	51312	lincRNA	lncRNA
ENSG00000229532.1	1726	processed_pseudogene	pseudogene
ENSG00000221866.9	525356	protein_coding	protein_coding
ENSG00000225144.2	7117	antisense	lncRNA
ENSG00000223436.1	15642	antisense	lncRNA
ENSG00000183470.9	79975	lincRNA	lncRNA
ENSG00000201009.1	103	snoRNA	other
ENSG00000225881.1	1662	antisense	lncRNA
ENSG00000106554.12	297220	protein_coding	protein_coding
ENSG00000227197.1	18900	antisense	lncRNA
ENSG00000283041.1	1313	processed_pseudogene	pseudogene
ENSG00000284135.1	55	miRNA	miRNA
ENSG00000272393.1	103	snRNA	other
ENSG00000237821.1	1098	processed_pseudogene	pseudogene
ENSG00000131558.14	813516	protein_coding	protein_coding
ENSG00000276137.1	107	miRNA	miRNA
ENSG00000235429.1	404	processed_pseudogene	pseudogene
ENSG00000235967.1	366	processed_pseudogene	pseudogene
ENSG00000226205.1	1102	processed_pseudogene	pseudogene
ENSG00000155530.3	137292	protein_coding	protein_coding
ENSG00000231098.1	1555	antisense	lncRNA
ENSG00000205060.10	27719	protein_coding	protein_coding
ENSG00000229177.1	4720	lincRNA	lncRNA
ENSG00000273297.1	16163	lincRNA	lncRNA
ENSG00000085662.13	16934	protein_coding	protein_coding
ENSG00000198074.9	13816	protein_coding	protein_coding
ENSG00000227471.8	30739	protein_coding	protein_coding
ENSG00000172331.11	33005	protein_coding	protein_coding
ENSG00000224375.1	3846	lincRNA	lncRNA
ENSG00000230101.5	231	processed_pseudogene	pseudogene
ENSG00000122786.19	226476	protein_coding	protein_coding
ENSG00000146856.14	161455	protein_coding	protein_coding
ENSG00000122783.16	78432	protein_coding	protein_coding
ENSG00000223500.1	1241	processed_pseudogene	pseudogene
ENSG00000146859.6	18143	protein_coding	protein_coding
ENSG00000272941.1	1144	antisense	lncRNA
ENSG00000105875.13	27695	protein_coding	protein_coding
ENSG00000231794.5	11436	antisense	lncRNA
ENSG00000277138.1	84	miRNA	miRNA
ENSG00000146857.3	26513	protein_coding	protein_coding
ENSG00000276067.2	71639	transcribed_unprocessed_pseudogene	pseudogene
ENSG00000080802.18	148332	protein_coding	protein_coding
ENSG00000227073.1	464	processed_pseudogene	pseudogene
ENSG00000155561.14	90838	protein_coding	protein_coding
ENSG00000271414.1	444	processed_pseudogene	pseudogene
ENSG00000223718.3	608	processed_pseudogene	pseudogene
ENSG00000243317.7	30922	protein_coding	protein_coding
ENSG00000212303.1	103	snRNA	other
ENSG00000164707.15	48021	protein_coding	protein_coding
ENSG00000273219.1	304	antisense	lncRNA
ENSG00000189320.8	20498	protein_coding	protein_coding
ENSG00000224746.1	6426	antisense	lncRNA
ENSG00000105887.10	50592	protein_coding	protein_coding
ENSG00000267697.1	176	protein_coding	protein_coding
ENSG00000199700.1	106	snRNA	other
ENSG00000230649.2	58907	lincRNA	lncRNA
ENSG00000232053.6	344501	lincRNA	lncRNA
ENSG00000206705.1	101	misc_RNA	other
ENSG00000236503.1	459	processed_pseudogene	pseudogene
ENSG00000226066.1	2661	processed_pseudogene	pseudogene
ENSG00000234352.9	496548	antisense	lncRNA
ENSG00000231244.1	1317	processed_pseudogene	pseudogene
ENSG00000181072.11	151586	protein_coding	protein_coding
ENSG00000207597.1	127	miRNA	miRNA
ENSG00000223657.2	273	processed_pseudogene	pseudogene
ENSG00000224469.1	569	processed_pseudogene	pseudogene
ENSG00000105894.11	116524	protein_coding	protein_coding
ENSG00000202023.1	75	snoRNA	other
ENSG00000231114.1	8361	lincRNA	lncRNA
ENSG00000228031.3	9553	lincRNA	lncRNA
ENSG00000157680.15	466055	protein_coding	protein_coding
ENSG00000279483.2	74	processed_pseudogene	pseudogene
ENSG00000230383.1	861	processed_pseudogene	pseudogene
ENSG00000182158.14	127088	protein_coding	protein_coding
ENSG00000237243.1	4618	lincRNA	lncRNA
ENSG00000122787.14	115662	protein_coding	protein_coding
ENSG00000234639.1	1881	processed_pseudogene	pseudogene
ENSG00000231923.1	1243	processed_pseudogene	pseudogene
ENSG00000231931.1	237	processed_pseudogene	pseudogene
ENSG00000222514.1	61	misc_RNA	other
ENSG00000233951.3	2393	processed_pseudogene	pseudogene
ENSG00000284028.1	63	miRNA	miRNA
ENSG00000225559.1	1197	lincRNA	lncRNA
ENSG00000252820.1	91	misc_RNA	other
ENSG00000201465.1	131	snoRNA	other
ENSG00000213238.6	396	processed_pseudogene	pseudogene
ENSG00000213237.4	328	processed_pseudogene	pseudogene
ENSG00000214815.2	1548	processed_pseudogene	pseudogene
ENSG00000122779.17	129659	protein_coding	protein_coding
ENSG00000234995.1	780	processed_pseudogene	pseudogene
ENSG00000157703.15	107067	protein_coding	protein_coding
ENSG00000252188.1	119	snoRNA	other
ENSG00000234658.1	777	processed_pseudogene	pseudogene
ENSG00000243099.1	542	processed_pseudogene	pseudogene
ENSG00000223721.3	1455	processed_pseudogene	pseudogene
ENSG00000105929.16	93266	protein_coding	protein_coding
ENSG00000214128.10	40149	protein_coding	protein_coding
ENSG00000122778.9	149937	protein_coding	protein_coding
ENSG00000199646.1	106	snRNA	other
ENSG00000146858.7	10323	protein_coding	protein_coding
ENSG00000105939.12	66199	protein_coding	protein_coding
ENSG00000229677.1	550	processed_pseudogene	pseudogene
ENSG00000105948.13	58242	protein_coding	protein_coding
ENSG00000239254.1	1750	processed_pseudogene	pseudogene
ENSG00000271537.1	585	processed_pseudogene	pseudogene
ENSG00000228360.1	291	processed_pseudogene	pseudogene
ENSG00000271404.1	384	processed_pseudogene	pseudogene
ENSG00000157741.14	77880	protein_coding	protein_coding
ENSG00000206843.1	103	snRNA	other
ENSG00000164898.12	6862	protein_coding	protein_coding
ENSG00000146963.17	83098	protein_coding	protein_coding
ENSG00000269955.2	81239	protein_coding	protein_coding
ENSG00000273391.1	534	antisense	lncRNA
ENSG00000252332.1	103	snRNA	other
ENSG00000188883.4	31022	protein_coding	protein_coding
ENSG00000253183.1	1359	processed_pseudogene	pseudogene
ENSG00000236279.6	21128	protein_coding	protein_coding
ENSG00000254270.1	309	processed_pseudogene	pseudogene
ENSG00000064393.15	216208	protein_coding	protein_coding
ENSG00000059377.16	243274	protein_coding	protein_coding
ENSG00000059378.12	39977	protein_coding	protein_coding
ENSG00000006459.10	92289	protein_coding	protein_coding
ENSG00000251728.1	95	misc_RNA	other
ENSG00000260231.2	2456	bidirectional_promoter_lncRNA	lncRNA
ENSG00000199971.1	108	snRNA	other
ENSG00000199283.1	162	snRNA	other
ENSG00000270512.1	455	processed_pseudogene	pseudogene
ENSG00000241661.1	587	processed_pseudogene	pseudogene
ENSG00000157800.17	110740	protein_coding	protein_coding
ENSG00000223113.1	104	rRNA_pseudogene	other
ENSG00000202472.1	126	rRNA_pseudogene	other
ENSG00000146955.10	22207	protein_coding	protein_coding
ENSG00000103200.6	471	processed_pseudogene	pseudogene
ENSG00000133606.10	26529	protein_coding	protein_coding
ENSG00000146966.12	155573	protein_coding	protein_coding
ENSG00000201354.1	108	misc_RNA	other
ENSG00000285904.1	28567	lincRNA	lncRNA
ENSG00000240173.3	297	misc_RNA	other
ENSG00000133597.10	23108	protein_coding	protein_coding
ENSG00000090266.12	32013	protein_coding	protein_coding
ENSG00000240889.1	1741	antisense	lncRNA
ENSG00000157764.13	205601	protein_coding	protein_coding
ENSG00000271932.1	106	snRNA	other
ENSG00000271611.1	143	processed_pseudogene	pseudogene
ENSG00000242703.1	1848	processed_pseudogene	pseudogene
ENSG00000090263.15	12618	protein_coding	protein_coding
ENSG00000223212.1	160	snRNA	other
ENSG00000261115.5	406148	protein_coding	protein_coding
ENSG00000261778.1	173	processed_pseudogene	pseudogene
ENSG00000261624.1	791	processed_pseudogene	pseudogene
ENSG00000285841.1	4362	lincRNA	lncRNA
ENSG00000204990.3	2007	lincRNA	lncRNA
ENSG00000261629.1	1557	antisense	lncRNA
ENSG00000261797.1	485	lincRNA	lncRNA
ENSG00000261570.1	22101	antisense	lncRNA
ENSG00000006530.16	104055	protein_coding	protein_coding
ENSG00000244701.1	4429	antisense	lncRNA
ENSG00000257093.6	45425	protein_coding	protein_coding
ENSG00000270157.1	924	sense_intronic	lncRNA
ENSG00000228775.7	34008	antisense	lncRNA
ENSG00000214102.7	22918	protein_coding	protein_coding
ENSG00000212153.1	164	snRNA	other
ENSG00000106028.10	49601	protein_coding	protein_coding
ENSG00000127362.2	1100	protein_coding	protein_coding
ENSG00000127364.3	2377	protein_coding	protein_coding
ENSG00000270923.1	825	processed_pseudogene	pseudogene
ENSG00000127366.5	1150	protein_coding	protein_coding
ENSG00000241926.1	744	processed_pseudogene	pseudogene
ENSG00000224354.2	1005	processed_pseudogene	pseudogene
ENSG00000239648.1	951	processed_pseudogene	pseudogene
ENSG00000240677.1	452	processed_pseudogene	pseudogene
ENSG00000165076.13	5201	protein_coding	protein_coding
ENSG00000240031.1	877	transcribed_unprocessed_pseudogene	pseudogene
ENSG00000237621.3	944	transcribed_unprocessed_pseudogene	pseudogene
ENSG00000257335.8	198934	protein_coding	protein_coding
ENSG00000244292.1	726	transcribed_unprocessed_pseudogene	pseudogene
ENSG00000258083.2	4226	protein_coding	protein_coding
ENSG00000258227.6	19650	protein_coding	protein_coding
ENSG00000257138.1	1142	protein_coding	protein_coding
ENSG00000257743.8	110575	protein_coding	protein_coding
ENSG00000240268.6	6327	transcribed_unprocessed_pseudogene	pseudogene
ENSG00000258223.6	5915	protein_coding	protein_coding
ENSG00000186163.9	6402	transcribed_unitary_pseudogene	pseudogene
